,name,version,level,Status,Reason,full_hash,hash,Num Successes,Num Fails,Alloc Time,yaml_file,dependencies
25a5bod4h3tsac7mnzquh5t46lgwxn3s,zfp,0.5.5,0,SUCCESS,Not Scheduled,25a5bod4h3tsac7mnzquh5t46lgwxn3s,nz27c2vt5mhcidyysf3vzhqdx4srg3qw,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/25a5bod4h3tsac7mnzquh5t46lgwxn3s.yaml,['rjm4hvld3dpi2ixltykozdebn3fbegz4']
266eglj2qvv36axi2jisqje5oldin4ad,zfp,0.5.4,0,SUCCESS,Not Scheduled,266eglj2qvv36axi2jisqje5oldin4ad,s253panlxaylg7ybqbsv5u4o6vekwps4,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/266eglj2qvv36axi2jisqje5oldin4ad.yaml,['xoh5dfpj74wuz7vfwubmoobpfekx2xwp']
26etseborz2xzbdpt5ikqs53a4dmnrmg,zfp,0.5.5,0,SUCCESS,Not Scheduled,26etseborz2xzbdpt5ikqs53a4dmnrmg,nz27c2vt5mhcidyysf3vzhqdx4srg3qw,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/26etseborz2xzbdpt5ikqs53a4dmnrmg.yaml,['nu7hl4exprhcdxak2ys6m32uvd46jjzb']
2c6vxu3ki5p2yzuzlmzhdn3enjvlisfn,zfp,0.5.5,0,SUCCESS,Not Scheduled,2c6vxu3ki5p2yzuzlmzhdn3enjvlisfn,nz27c2vt5mhcidyysf3vzhqdx4srg3qw,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/2c6vxu3ki5p2yzuzlmzhdn3enjvlisfn.yaml,['t67x44ity5fi57yohgr5r7g7afhv4q6f']
2dge2jod7pnbixtiku5x2ikvzc3ex33u,zfp,0.5.4,0,SUCCESS,Not Scheduled,2dge2jod7pnbixtiku5x2ikvzc3ex33u,s253panlxaylg7ybqbsv5u4o6vekwps4,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/2dge2jod7pnbixtiku5x2ikvzc3ex33u.yaml,['mjr2modeaqgy4b3jqdc2phbmyqxfmrrp']
2gvwbpvpzqm42ns64ckkqnhd4emawoy4,zfp,0.5.1,0,SUCCESS,Not Scheduled,2gvwbpvpzqm42ns64ckkqnhd4emawoy4,gj4y3rtc7p2dx3ww4eajacqa7x74u3qo,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/2gvwbpvpzqm42ns64ckkqnhd4emawoy4.yaml,['cuebroshbqpxsgzmzqi3sh4tgfsauzhh']
2h3q24nsm7l26753q34zxvuvcxxitz4o,zfp,0.5.3,0,SUCCESS,Not Scheduled,2h3q24nsm7l26753q34zxvuvcxxitz4o,wh5ciq6ah6fzqws7kjg7fkoozs4kvvd6,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/2h3q24nsm7l26753q34zxvuvcxxitz4o.yaml,['4xadmhufpbmiqtukns5746hf4omjctp2']
2itimcscovd3qnfdb6hqx4xbohzszrs4,zfp,develop,0,SUCCESS,Not Scheduled,2itimcscovd3qnfdb6hqx4xbohzszrs4,vt266pl47s5vinxbe6lrgrmnrhuzmfkm,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/2itimcscovd3qnfdb6hqx4xbohzszrs4.yaml,['i2v57gykhuszf366o6zf4itdcieajcj2']
2izy6hh5bjoqtdxnvpfkrwkwecfrdsr4,zfp,develop,0,SUCCESS,Not Scheduled,2izy6hh5bjoqtdxnvpfkrwkwecfrdsr4,vt266pl47s5vinxbe6lrgrmnrhuzmfkm,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/2izy6hh5bjoqtdxnvpfkrwkwecfrdsr4.yaml,['5urpxdoddlip3fxtfh32duj2dyjb5yqc']
2j5e5wfb3b34msrioddpoizmpp2xryh5,zfp,0.5.4,0,SUCCESS,Not Scheduled,2j5e5wfb3b34msrioddpoizmpp2xryh5,s253panlxaylg7ybqbsv5u4o6vekwps4,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/zfp/specs/2j5e5wfb3b34msrioddpoizmpp2xryh5.yaml,['v5fkij426oajch4eai6vffgkd3efp4wy']
